"새주소","지번주소","좌표정보","좌표정보","테마코드","콘텐츠 코드","언어셋(KOR : 국문, ENG : 영문, JP : 일문, CHA : 중문-간체, CHB : 중문-번체)","콘텐츠 명","시도명(텍스트)","구명","동명","산지여부","주 번지","부 번지","기타주소","전화번호","상세정보 값 1","상세정보 값 2","상세정보 값 3","상세정보 값 4","상세정보 값 5","상세정보 값 6","상세정보 값 7","상세정보 값 8","상세정보 값 9","상세정보 값 10","상세정보 값 11","상세정보 값 12","상세정보 값 13","상세정보 값 14","상세정보 값 15","상세정보 값 16","상세정보 값 17","상세정보 값 18","상세정보 값 19","상세정보 값 20","상세정보 이름 1","상세정보 이름 2","상세정보 이름 3","상세정보 이름 4","상세정보 이름 5","상세정보 이름 6","상세정보 이름 7","상세정보 이름 8","상세정보 이름 9","상세정보 이름 10","상세정보 이름 11","상세정보 이름 12","상세정보 이름 13","상세정보 이름 14","상세정보 이름 15","상세정보 이름 16","상세정보 이름 17","상세정보 이름 18","상세정보 이름 19","상세정보 이름 20","좌표데이터","좌표 타입 (1:Point 3:Polyline 4:MultiPolyline 5:Polygon 6:MultiPolygon 8:multiPoint)","선 두께 1~10","테마 선 색상","키워드","등록일","수정일"
"올림픽로 130","송파구 잠실동 18","127.085097000","37.511901000","100235","AR000004","KOR","2호선 신천역(257번 출구)","","송파구","잠실동","","18","","","","수동식/자동식","2번 5번 7번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:13.0","2016-12-06 15:20:13.0"
"올림픽로 23","","127.072804000","37.511341000","100235","AR000005","KOR","2호선 종합운동장역(345번 출구)","","송파구","","","","","","","수동식/자동식","3번 4번 5번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:13.0","2016-12-06 15:20:13.0"
"송파대로 354","송파구 가락동 465-6","127.112823000","37.499382000","100235","AR000006","KOR","8호선 송파역(124번 출구)","","송파구","가락동","","465","6","","","수동식/자동식","1번 2번 4번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:13.0","2016-12-06 15:20:13.0"
"충민로2길 12","송파구 장지동 217-3","127.126459000","37.478650000","100235","AR000007","KOR","8호선 장지역(1~2번 출구 사이)","","송파구","장지동","","217","3","","","수동식","1번-2번 출구 사이","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:13.0","2016-12-06 15:20:13.0"
"성남대로 1576","송파구 장지동 600-37","127.127027000","37.470204000","100235","AR000008","KOR","8호선 복정역","","송파구","장지동","","600","37","","","수동식","환승주차장 자전거보관대 옆","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:13.0","2016-12-06 15:20:13.0"
"양재대로 1222","송파구 방이동 89-21","127.131240000","37.516079000","100235","AR000009","KOR","5호선 올림픽공원역(123번 출구)","","송파구","방이동","","89","21","","","수동식/자동식","1번 2번 3번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:13.0","2016-12-06 15:20:13.0"
"양재대로 1127","","127.125965000","37.508529000","100235","AR000010","KOR","5호선 방이역(1234번 출구)","","송파구","","","","","","","수동식/자동식","1번 2번 3번 4번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:13.0","2016-12-06 15:20:13.0"
"중대로 235","","127.128782000","37.502364000","100235","AR000011","KOR","5호선 오금역(2번 출구)","","송파구","","","","","","","수동식/자동식","2번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:13.0","2016-12-06 15:20:13.0"
"백제고분로 365","송파구 석촌동 174-7","127.106632000","37.505366000","100235","AR000012","KOR","8호선 석촌역(238번 출구)","","송파구","석촌동","","174","7","","","수동식/자동식","2번 3번 8번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:13.0","2016-12-06 15:20:13.0"
"오금로 405","","127.134550000","37.498530000","100235","AR000013","KOR","5호선 개롱역(14번 출구)","","송파구","","","","","","","수동식/자동식","1번 4번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:13.0","2016-12-06 15:20:13.0"
"양재대로 932","송파구 가락동 600-1","127.118009000","37.492428000","100235","AR000014","KOR","3/8호선 가락시장역(18번 출구)","","송파구","가락동","","600","1","","","수동식/자동식","1번 8번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:13.0","2016-12-06 15:20:13.0"
"올림픽로 550","송파구 풍납동 504-2","127.120350000","37.530424000","100235","AR000015","KOR","8호선 강동구청역(24번 출구)","","송파구","풍납동","","504","2","","","수동식/자동식","2번 4번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:13.0","2016-12-06 15:20:13.0"
"마천로61바길 20","송파구 마천동 302-12","127.153241000","37.495465000","100235","AR000016","KOR","5호선 마천역(2번 출구)","","송파구","마천동","","302","12","","","수동식","2번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:13.0","2016-12-06 15:20:13.0"
"천호대로 1006","강동구 성내동 64-13","127.123903000","37.538235000","100235","AR000017","KOR","5/8호선 천호역(710번 출구)","","강동구","성내동","","64","13","","","수동식/자동식","7번 10번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:13.0","2016-12-06 15:20:13.0"
"오금로 20","송파구 신천동 17-9","127.103940000","37.520611000","100235","AR000018","KOR","2호선 잠실나루역(23번 출구 고가하부)","","송파구","신천동","","17","9","","","수동식","2번 3번 출구 고가하부","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:13.0","2016-12-06 15:20:13.0"
"천호대로 405","동대문구 장안동 416-6","127.064447000","37.561886000","100235","AR000019","KOR","5호선 장한평역(14번 출구)","","동대문구","장안동","","416","6","","","수동식","1~2번 3~4번 출구 사이","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:13.0","2016-12-06 15:20:13.0"
"한천로 472","동대문구 이문동 217-3","127.067551000","37.602875000","100235","AR000020","KOR","1호선 신이문역","","동대문구","이문동","","217","3","","","수동식","신이문역 ","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"서초대로 233","서초구 서초동 1541-9","127.007640000","37.491427000","100235","AR000021","KOR","2호선 서초역(3번 출구)","","서초구","서초동","","1541","9","","","수동식","3번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"강남대로 221","서초구 양재동 23","127.034508000","37.483730000","100235","AR000022","KOR","신분당선 양재역(10번 출구)","","서초구","양재동","","23","","","","수동식","10번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"청계산로 179","서초구 신원동 275-1","127.054377000","37.448922000","100235","AR000023","KOR","신분당선 청계산입구(1번 출구)","","서초구","신원동","","275","1","","","수동식","1번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"통일로 715","은평구 대조동 15-242","126.930540000","37.609521000","100235","AR000024","KOR","3/6호선 불광역(37번 출구)","","은평구","대조동","","15","242","","","수동식/자동식","3번~4번 출구 사이 7번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"장승배기로 89","동작구 노량진동 311-52","126.939392000","37.505524000","100235","AR000025","KOR","7호선 장승배기(5번 출구)","","동작구","노량진동","","311","52","","","수동식","5번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"노량진로 155","동작구 노량진동 67-3","126.942923000","37.513835000","100235","AR000026","KOR","1호선 노량진역 광장(1번 출구 육교하부)","","동작구","노량진동","","67","3","","","수동식","1번 출구 앞 육고 하부","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"상도로 378","동작구 상도동 514","126.954216000","37.495861000","100235","AR000027","KOR","7호선 숭실대입구역(3번 출구)","","동작구","상도동","","514","","","","수동식","3번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"사당로 216","동작구 사당동 712-12","126.972072000","37.484181000","100235","AR000028","KOR","7호선 남성역(1번 출구)","","동작구","사당동","","712","12","","","수동식","1번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"","동작구 대방동 101-30","126.927297000","37.513026000","100235","AR000029","KOR","1호선 대방역(1번 출구)","","동작구","대방동","","101","30","","","수동식","1번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"상도로 272","동작구 상도1동 701-5","126.947648000","37.503385000","100235","AR000030","KOR","7호선 상도역(3번 출구)","","동작구","상도1동","","701","5","","","수동식","3번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"상도로 3","동작구 대방동 399-8","126.920861000","37.499969000","100235","AR000031","KOR","7호선 보라매역(8번 출구)","","동작구","대방동","","399","8","","","수동식","8번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"고덕로 253","강동구 명일동 46-1","127.154228000","37.554898000","100235","AR000032","KOR","5호선 고덕역(4번 출구)","","강동구","명일동","","46","1","","","수동식","4번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"벚꽃로 122","금천구 가산동 711","126.889514000","37.466354000","100235","AR000033","KOR","1호선 독산역(12번 출구)","","금천구","가산동","","711","","","","수동식","1번 2번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"사직로12길 1-5","종로구 내자동 75-4","126.971754000","37.575868000","100235","AR000034","KOR","3호선 경복궁역(7번 출구)","","종로구","내자동","","75","4","","","수동식","7번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"새문안로5길 14-1","종로구 당주동 40-14","126.974911000","37.571672000","100235","AR000035","KOR","5호선 광화문역(1~8번 출구 사이)","","종로구","당주동","","40","14","","","수동식","1번~8번 출구 사이","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"종로 47","종로구 종로1가 43-3","126.982864000","37.570631000","100235","AR000036","KOR","1호선 종각역(23-17번 출구)","","종로구","종로1가","","43","3","","","수동식","2번 3-1번 7번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"돈화문로10길 2","종로구 묘동 88-3","126.991654000","37.572339000","100235","AR000037","KOR","1호선 종로3가역(78번 출구)","","종로구","묘동","","88","3","","","수동식","7번 8번 출구","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"종로 213","종로구 종로5가 90-1","127.001362000","37.570998000","100235","AR000038","KOR","1호선 종로5가역(1번 출구)","","종로구","종로5가","","90","1","","","수동식","1번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"대학로 103","종로구 명륜4가 97-2","127.001881000","37.581451000","100235","AR000039","KOR","4호선 혜화역(3번 출구)","","종로구","명륜4가","","97","2","","","수동식","3번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"종로 292","종로구 창신동 463-2","127.010494000","37.571394000","100235","AR000040","KOR","1호선 동대문역(6번 출구)","","종로구","창신동","","463","2","","","수동식","6번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"지봉로 99-1","종로구 창신동 22-15","127.015195000","37.579018000","100235","AR000041","KOR","6호선 창신역(1번 출구)","","종로구","창신동","","22","15","","","수동식","1번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"종로 346","종로구 숭인동 302-1","127.016013000","37.572946000","100235","AR000042","KOR","1호선 동묘앞역(4번 출구)","","종로구","숭인동","","302","1","","","수동식","4번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"독서당로6길 12-13","용산구 한남동 511-13","127.008002000","37.529346000","100235","AR000043","KOR","경의중앙선 한남역(1번 출구)","","용산구","한남동","","511","13","","","수동식","1번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"서빙고로 238","용산구 서빙고동 241-84","126.989404000","37.519942000","100235","AR000044","KOR","경의중앙선 서빙고역 광장(1번 출구)","","용산구","서빙고동","","241","84","","","수동식","1번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"한강대로 187","용산구 한강로1가 273-2","126.973387000","37.535504000","100235","AR000045","KOR","6호선 삼각지역(8번 출구)","","용산구","한강로1가","","273","2","","","수동식","8번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"","용산구 용산동4가 1-3","126.986051000","37.534676000","100235","AR000046","KOR","6호선 녹사평역(4번 출구)","","용산구","용산동4가","","1","3","","","수동식","4번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"한강대로 109","용산구 한강로2가 313-4","126.968455000","37.530004000","100235","AR000047","KOR","4호선 신용산역(6번 출구)","","용산구","한강로2가","","313","4","","","수동식","6번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"이태원로 287","용산구 한남동 728-1","127.001886000","37.540131000","100235","AR000048","KOR","6호선 한강진역(3번 출구)","","용산구","한남동","","728","1","","","수동식","3번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"이촌로71길 42","용산구 용산동5가 17-79","126.973321000","37.522231000","100235","AR000049","KOR","4호선 이촌역(3-14번 출구)","","용산구","용산동5가","","17","79","","","수동식","3-1번 4번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"","","","","100235","AR000050","KOR","남영역 건너편 (기존것 교체)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"백범로 286","용산구 용문동 5-229","126.961025000","37.539282000","100235","AR000051","KOR","6호선 효창공원역(4번 출구)","","용산구","용문동","","5","229","","","수동식","4번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"이태원로 184","용산구 이태원동 127-10","126.994483000","37.534415000","100235","AR000052","KOR","6호선 이태원역(3번 출구)","","용산구","이태원동","","127","10","","","수동식","3번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"","","","","100235","AR000053","KOR","3/6호선 약수역(36번 출구)","","","","","","","","","","3번 6번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"동호로24길 3","중구 장충동2가 189-33","127.005348000","37.559381000","100235","AR000054","KOR","3호선 동대입구역(2번 출구)","","중구","장충동2가","","189","33","","","수동식","2번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:12.0","2016-12-06 15:20:12.0"
"창경궁로 43","중구 을지로4가 208-1","126.997848000","37.566213000","100235","AR000055","KOR","2/5호선 을지로4가역(89번 출구)","","중구","을지로4가","","208","1","","","수동식","8번 9번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:11.0","2016-12-06 15:20:11.0"
"통일로 126","중구 충정로1가 97-1","126.967068000","37.565800000","100235","AR000056","KOR","5호선 서대문역(5~6번 출구 사이)","","중구","충정로1가","","97","1","","","수동식","5번~6번 출구 사이","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:11.0","2016-12-06 15:20:11.0"
"세종대로 83","중구 태평로2가 344-2","126.976521000","37.563792000","100235","AR000057","KOR","2호선 시청역(8번 출구)","","중구","태평로2가","","344","2","","","수동식","8번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:11.0","2016-12-06 15:20:11.0"
"밤고개로1길 10","강남구 수서동 713-1","127.101575000","37.487767000","100235","AR000058","KOR","3호선 수서역(2번 출구)","","강남구","수서동","","713","1","","","수동식","2번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:11.0","2016-12-06 15:20:11.0"
"일원로 2","강남구 개포동 13-4","127.079547000","37.493843000","100235","AR000059","KOR","3호선 대청역(2번 출구)","","강남구","개포동","","13","4","","","수동식","2번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:11.0","2016-12-06 15:20:11.0"
"개포로 522","강남구 개포동 184-5","127.073104000","37.491605000","100235","AR000060","KOR","분당선 대모산역입구역(4번 출구)","","강남구","개포동","","184","5","","","수동식","4번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:11.0","2016-12-06 15:20:11.0"
"학동로 342","강남구 논현동 241-4","127.040666000","37.516828000","100235","AR000061","KOR","7호선 강남구청역(2번 출구)","","강남구","논현동","","241","4","","","수동식","2번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:11.0","2016-12-06 15:20:11.0"
"영동대로 502","강남구 삼성동 168-8","127.063436000","37.509416000","100235","AR000062","KOR","2호선 삼성역(357번 출구)","","강남구","삼성동","","168","8","","","수동식","3번 5번 7번 출구 앞","","","","","","","","","","","","","","","","","","","구분","세부장소","","","","","","","","","","","","","","","","","","","","1","4","#0000FF","","2016-12-06 15:20:11.0","2016-12-06 15:20:11.0"
